id,age,political_orientation,political_interest,np_subscription,news consumption,experiment_group,trust_t1,trust_t2,trust_t1_item1,trust_t1_item2,trust_t1_item3,trust_t1_item4,trust_t1_item5,trust_t2_item1,trust_t2_item2,trust_t2_item3,trust_t2_item4,trust_t2_item5
282,24,center,5.497258589877557,no,11,control,3.75,4,3,2,8,4,5,4,1,6,3,4
283,65,right,4.009990300001168,yes,19,control,6.75,6.5,7,4,4,6,7,6,3,5,6,8
284,55,center,5.7270535250444325,yes,17,negative,5.75,6.5,6,2,5,5,6,7,4,5,6,7
285,30,center,5.371000807622551,no,7,negative,4.5,3.25,5,4,7,4,5,4,1,7,2,3
286,24,center,2.798667846909766,no,16,positive,4.25,5,4,3,7,3,6,5,4,6,4,6
287,52,center,3.4719463887396627,yes,17,positive,4,4.25,4,5,7,3,5,4,4,6,4,4
288,30,left,2.575164136568951,no,10,negative,3.5,1.5,3,2,7,3,4,2,1,10,1,2
289,24,center,4.205758650351069,no,6,negative,4.25,3,4,4,6,4,4,3,1,8,3,3
290,63,right,2.8909774544692475,yes,17,control,4.75,5.5,5,1,6,4,5,4,1,5,5,7
291,64,right,1.7370981770156666,yes,18,control,6,4.5,6,2,5,5,7,5,3,8,5,5
292,52,left,4.889392747124489,yes,16,control,6.5,8.25,6,4,5,6,8,8,2,3,8,9
293,31,left,4.914583121095523,no,14,control,6.75,6.25,7,1,4,6,7,6,2,5,6,7
294,46,left,3.893916428450453,yes,16,control,5.75,4.5,6,6,5,5,6,5,3,7,4,5
295,36,right,4.5899429496703235,yes,16,control,4.25,4.5,4,2,7,5,4,5,2,7,4,5
296,40,left,2.042957633606359,no,11,negative,6,5.25,5,3,5,6,7,5,2,6,5,6
297,29,left,3.034827706734556,no,8,negative,4,2.25,4,3,7,4,4,2,1,9,2,3
298,43,center,5.0652240171986564,yes,18,control,5,6.5,5,3,6,4,6,6,4,4,6,7
299,NA,center,2.739912736672016,no,13,control,5.5,7.5,5,4,5,5,6,7,3,2,6,8
300,47,right,2.3532182425118897,no,13,negative,4.5,3.5,5,4,7,4,5,4,3,8,3,4
301,61,right,4.229780773422116,no,18,control,3,2.25,3,3,8,2,4,2,1,9,2,3
302,31,left,3.359427942660748,yes,14,negative,6.25,7,6,5,4,5,7,6,5,4,7,8
303,58,right,3.8247525272600975,yes,16,control,3.75,2.75,4,1,7,3,4,3,2,8,2,3
304,59,right,5.501095008716831,no,8,negative,5.5,4.75,5,6,6,5,7,4,1,6,4,6
305,25,left,2.7677214729223896,no,9,control,4.25,3.5,4,3,7,4,5,3,1,7,3,4
306,24,left,2.3462534804162756,no,10,control,5,4,4,3,6,5,6,4,5,7,4,4
307,1970,right,2.8168173894662125,yes,15,negative,5,6.5,5,3,6,4,6,7,3,5,6,7
308,25,left,3.8408174477599575,no,11,negative,4.5,4.25,5,1,7,4,5,4,1,7,4,5
309,27,center,4.197244256264789,no,7,positive,3.5,2.75,4,2,8,3,4,3,1,8,2,3
310,52,right,3.602063345541017,yes,18,control,5.5,5,5,2,6,5,7,5,5,5,4,5
311,31,center,3.055562120623503,yes,15,control,4.25,4.75,5,6,7,3,5,5,2,6,4,5
312,52,left,1.335049340592126,yes,15,control,5.75,7,6,7,5,5,6,7,4,3,5,8
313,40,left,3.732545982230264,no,11,control,4.25,4.5,4,3,6,3,5,4,3,7,5,5
314,23,left,4.387058922286667,no,1,negative,3.75,1.75,4,2,7,3,4,2,1,9,1,2
315,53,left,5.071432930920244,yes,18,control,6,6,6,5,5,5,7,6,4,5,5,7
316,61,right,3.5187519239192016,no,15,positive,4.75,6.25,5,3,6,4,5,6,4,4,5,7
317,26,left,3.6930266101104934,yes,18,control,5.75,5,5,4,4,5,6,5,2,5,4,5
318,51,right,4.3758020580548,no,12,negative,4.25,1.75,5,1,7,4,4,2,1,10,2,2
319,40,left,4.5901148577906365,yes,15,positive,4.5,5,5,7,7,4,5,5,3,6,4,6
320,55,right,2.4531088716693015,yes,18,negative,6,5,6,6,5,6,6,5,2,6,4,6
321,27,left,5.016252019064229,yes,15,control,5.25,4.75,6,3,5,4,5,4,3,5,4,5
322,45,right,4.866753156372336,yes,13,negative,5.5,4.5,5,3,5,5,6,4,5,7,4,6
323,30,center,3.490151364975584,no,12,positive,3.75,5,4,1,7,3,4,5,1,6,4,6
324,38,right,2.591538199791084,no,8,positive,4.25,4,5,2,7,3,5,4,1,7,3,5
325,61,center,4.949601929091154,yes,18,negative,6.25,6,6,4,5,6,7,5,4,4,5,7
326,50,right,4.61038715784936,no,8,control,3.75,4.25,4,2,8,4,4,5,4,8,4,5
327,62,center,3.955845189174453,yes,18,control,7.5,7.25,7,5,3,7,8,7,3,4,7,8
328,37,left,3.613438055544159,yes,17,control,5.25,5.75,5,4,6,5,6,6,1,5,5,6
329,62,right,4.784408129301029,yes,16,control,6,8,6,7,5,5,7,8,4,3,8,8
330,41,left,3.680660501285013,yes,15,control,5,5.25,5,4,5,4,5,5,3,5,5,5
331,43,right,3.021243047382666,no,12,negative,4.5,3.25,4,3,7,4,6,3,1,7,3,3
332,26,right,4.214062679651876,no,10,positive,5.75,6,6,3,6,6,6,5,7,5,6,7
333,52,center,3.498524924478045,yes,17,positive,3.5,2.75,4,2,8,3,4,3,2,8,2,3
334,34,center,4.261631850473343,no,10,control,3.75,5,4,1,8,3,5,5,5,5,4,5
335,64,center,1.9940878313978567,yes,20,positive,6.75,7.5,6,3,3,6,7,8,6,4,6,9
336,40,right,4.511360017235289,no,16,negative,4,3.25,4,4,8,4,5,3,2,7,3,3
337,63,center,3.286088675444268,yes,17,control,6,5.25,6,3,4,5,6,5,2,6,5,6
338,34,right,2.820629525752654,yes,16,negative,4.75,4,4,3,6,5,5,4,1,8,4,5
339,52,center,4.685432757656642,no,14,control,5.25,3.5,5,2,5,4,6,3,3,7,3,4
340,59,center,3.4585713225793393,yes,17,negative,4.5,5.25,4,3,6,4,5,5,5,5,4,6
341,54,center,2.9141328617882913,yes,19,control,7,7,7,3,5,7,8,6,7,3,7,7
342,51,right,2.9656690129495984,yes,15,negative,4,3,4,4,7,4,4,2,6,7,2,4
343,25,left,4.63427614767318,no,8,control,3.5,3.25,4,3,7,2,4,4,5,7,2,3
344,44,left,4.760445185881381,no,15,positive,6.5,7,6,4,4,6,7,7,2,4,6,8
345,63,left,4.222541860507924,yes,19,negative,8,7,8,3,2,7,8,7,4,3,5,8
346,30,center,4.2191565853505235,no,7,positive,5.5,5.5,5,4,5,5,6,5,3,5,5,6
347,31,center,3.7351255105764296,no,10,positive,4.25,5,5,2,6,3,4,5,8,6,5,5
348,25,center,5.1332479664491215,yes,14,control,3.75,2.75,4,6,7,3,4,3,1,9,3,3
349,41,right,1,yes,15,positive,3.75,5.75,4,6,7,3,4,5,3,5,6,6
350,38,center,4.923498566641289,yes,18,negative,5.5,6.25,6,4,6,5,6,6,2,5,6,7
351,51,right,2.213958126261481,yes,16,positive,4.25,5,4,1,7,4,5,5,3,6,5,5
352,59,right,3.605331287654219,yes,21,control,6.25,4.25,6,5,4,5,7,5,5,7,3,5
353,39,left,3.826524141114054,yes,16,negative,5.75,5.25,5,4,4,4,7,6,2,7,5,6
354,52,center,1.6709876176942418,yes,19,control,4.75,7.25,5,2,6,3,6,7,4,4,7,8
355,21,left,4.963578581170795,no,14,control,4.5,4,4,5,5,3,5,4,1,7,3,5
356,52,right,2.4315551425873165,yes,15,positive,6.5,7.25,6,3,4,6,7,7,6,3,6,8
357,22,left,3.336035736142374,no,11,control,3.25,2.25,4,1,7,2,3,2,2,10,3,3
358,50,left,5.807513600129508,yes,17,negative,7.25,7,8,6,4,6,8,6,5,3,6,8
359,33,center,5.108081325806741,yes,11,control,4.5,4.75,4,3,6,4,5,4,6,4,3,5
360,54,center,3.2451796473421,no,12,control,5.25,4.75,5,1,5,4,6,4,3,5,4,5
361,26,center,3.653722916378803,no,12,positive,5.25,5.5,5,2,5,4,6,5,3,5,5,6
362,24,right,3.458321912642163,yes,17,control,3.75,4.25,4,1,8,3,5,4,6,6,3,5
363,34,center,4.002703764340054,no,8,negative,5.75,2.5,6,2,5,5,6,2,1,7,2,2
364,27,left,2.7288882878498786,yes,16,negative,4.75,6,5,4,7,4,6,6,3,5,5,7
365,26,left,3.394212097954954,yes,14,control,5.5,6,5,3,5,4,7,6,3,4,5,6
366,46,right,4.310658374863477,no,18,negative,4,3.75,4,6,7,3,5,4,3,8,4,4
367,27,left,4.438862273546798,yes,14,negative,5.25,4.25,5,4,5,4,6,4,2,7,4,5
368,63,right,1.2881507252802296,yes,18,positive,5,5.75,5,5,5,4,5,5,5,6,6,7
369,52,center,4.809893304735134,yes,17,negative,5.25,7.25,5,5,5,4,6,7,5,3,7,7
370,54,left,4.337258254773641,yes,18,negative,6.25,5.75,6,3,5,6,7,6,1,6,5,7
371,31,center,3.1311657085011895,no,13,control,5.25,6,5,4,5,4,6,5,2,4,6,6
372,56,right,3.147903015460659,yes,17,negative,5.75,7.5,6,6,5,5,6,8,3,3,6,8
373,18,center,2.1210107514079413,yes,15,control,4.25,4.5,4,3,7,4,5,5,1,7,4,5
374,56,center,5.196293128140932,yes,18,negative,6,6.5,6,3,5,5,7,6,3,4,6,7
375,37,left,4.815512851810675,no,11,positive,3.5,3,4,3,8,2,5,3,4,7,2,3
376,49,center,4.248117131483388,no,11,negative,5.75,2.75,6,3,6,5,7,3,1,9,2,4
377,47,right,3.495009069496239,no,19,negative,4.25,1.25,4,3,6,4,4,1,1,10,2,1
378,41,left,2.0801328835318813,no,11,control,5.25,5.5,5,4,5,4,6,5,6,5,5,6
379,50,left,4.846609305285192,yes,14,positive,5,4.75,5,5,5,3,6,5,3,7,4,6
380,53,center,3.077312183230807,yes,15,negative,5,4.75,5,3,6,4,6,5,2,6,4,5
381,59,right,5.092530895595025,yes,17,control,4,4,4,2,6,3,4,4,1,7,3,5
382,41,left,3.0048479204678396,no,10,positive,3.75,2.75,4,5,7,3,4,2,1,8,3,3
383,38,left,3.5033743559022836,no,10,negative,4.5,2,5,4,7,4,5,2,1,9,2,2
384,24,left,3.2977013156371413,yes,17,control,4,4.5,4,2,7,4,4,5,4,6,4,4
385,21,left,2.1720316485647766,yes,15,negative,3.25,3,4,2,8,2,4,3,2,8,3,3
386,65,center,4.842697306790542,yes,16,positive,5.5,7.75,5,3,5,4,7,8,3,3,7,8
387,35,left,5.006930865946833,no,18,positive,6.25,6.75,6,3,4,5,7,7,6,4,6,7
388,46,right,4.398158018044241,no,15,positive,4.25,6,4,1,6,4,4,6,2,5,6,6
389,32,left,3.647168682791973,yes,17,negative,4.75,4.5,5,5,7,5,5,5,6,7,4,5
390,62,right,3.8009480518853054,yes,20,negative,4,4.5,3,1,7,4,5,4,1,6,4,5
391,33,left,4.685741070433685,no,14,control,5.25,4.75,5,4,6,5,6,5,5,7,5,5
392,53,right,3.7740255537510894,yes,16,negative,5.25,5.5,4,1,5,5,6,5,4,4,5,5
393,62,right,2.5850904307700655,yes,17,control,4,5.5,3,1,6,4,4,5,5,5,5,6
394,43,center,2.4076249166045476,no,14,positive,3.75,4.25,4,1,7,3,4,4,3,6,3,5
395,26,left,4.506673635406596,yes,18,positive,6.25,5.75,6,4,4,6,6,5,5,6,6,7
396,36,center,3.52163744173286,no,8,negative,4.25,1,4,5,7,5,4,1,1,10,1,1
397,25,center,3.5160381955038122,no,6,negative,4,2.25,3,4,6,4,4,2,3,9,3,2
398,23,left,2.485129306666372,no,8,positive,4.5,4.75,4,1,6,4,5,5,5,8,5,6
399,65,right,4.886498329355916,yes,17,positive,6.5,4.75,6,5,3,5,7,4,3,7,5,6
400,43,right,3.916023272524063,yes,17,positive,3.75,4.5,3,2,6,3,4,4,3,6,5,4
401,50,right,5.307533317156959,yes,17,negative,4,5.75,4,3,7,3,5,5,3,5,6,6
402,49,center,3.833479486388747,yes,16,control,4,4.25,4,1,7,3,5,4,2,7,4,5
403,60,left,4.06696626337699,yes,17,negative,6.25,5,6,2,4,5,7,5,1,6,4,6
404,40,left,4.541394057255366,yes,13,positive,2.75,3.5,3,4,8,2,3,4,2,8,3,4
405,45,center,2.3536210844886,yes,16,positive,4.75,6.5,4,3,5,4,5,6,1,5,6,8
406,60,right,3.354706005002738,yes,17,negative,5.25,5,5,5,6,5,6,4,1,6,5,6
407,49,left,3.3517859671570127,yes,19,negative,4.75,4,5,3,6,5,4,4,5,7,3,5
408,36,center,3.6772392438905595,no,11,control,5,6,5,3,6,4,6,6,4,5,5,7
409,34,center,3.5408469790559862,no,13,control,5.5,6.5,6,1,6,5,6,7,7,5,6,7
410,42,right,4.583023224028772,no,10,positive,4.5,5.5,4,4,5,4,4,5,3,5,5,6
411,30,right,2.7518427920013826,no,17,control,4,5.5,4,6,7,4,4,5,4,5,5,6
412,42,right,3.928740962440304,no,15,negative,4,2,4,5,7,4,4,2,1,9,2,2
413,49,right,2.9415732927876688,no,10,negative,4.5,3.25,5,3,7,4,5,4,4,8,2,4
414,57,right,1.802193067783798,yes,19,positive,5.5,5.5,5,6,5,5,6,5,5,4,5,5
415,38,center,2.5920563663610228,no,15,positive,4.25,5.5,5,4,8,4,5,5,5,5,6,5
416,59,right,2.3139783770515665,yes,19,positive,4.5,5.75,5,3,6,4,4,6,1,5,5,6
417,24,center,4.050628895173269,no,8,control,3,2.25,3,3,8,3,3,2,1,8,2,2
418,55,center,3.88897860886902,yes,15,control,4.5,4.25,4,3,6,4,5,4,1,6,3,5
419,44,right,4.922953226817853,yes,18,negative,5.5,4.25,6,1,5,5,5,5,1,7,3,5
420,25,center,4.3692268539554675,yes,17,control,5.5,3,6,5,6,5,6,3,2,7,2,3
421,29,left,4.050606263492394,no,12,control,5.5,6,6,5,6,5,6,6,3,6,6,7
422,62,right,4.88703015148776,yes,18,negative,5.5,6.75,6,5,5,4,6,7,4,4,6,7
423,41,right,4.779925768404502,no,17,control,2,2.25,2,1,9,2,2,2,2,8,2,2
424,41,right,4.458645478017105,yes,17,negative,5,4.25,4,2,5,5,5,4,5,7,4,5
425,41,right,5.5981528681210415,no,12,negative,5,2.5,5,3,6,5,5,3,1,8,2,2
426,46,center,4.980564347154997,yes,16,negative,3,2.5,2,5,7,2,4,2,1,9,3,3
427,34,center,4.478440988596589,no,10,positive,4.5,2.5,5,2,7,4,5,3,1,9,2,3
428,32,center,3.269986539769161,yes,17,negative,3.75,2,4,1,7,3,4,2,2,9,2,2
429,40,left,2.8745839889831,no,14,negative,4.5,3.5,4,7,7,4,6,4,3,8,3,4
430,62,right,5.989170476523752,yes,19,negative,6,6.75,7,4,6,5,7,7,7,5,7,7
431,20,center,5.918473411477297,yes,12,control,2.75,3,2,2,8,3,3,3,1,8,3,3
432,41,center,5.241945379735712,yes,15,control,7,6.25,7,3,3,6,7,6,3,4,5,7
433,33,left,2.9273194319474674,yes,16,positive,4.5,6.75,4,4,6,5,4,6,6,4,6,8
434,19,left,5.198677635504829,no,3,negative,3.5,1.25,3,4,7,3,4,1,1,10,1,2
435,55,right,4.120435492133836,yes,17,positive,4.5,4.75,5,1,7,4,5,5,2,6,4,5
436,48,right,4.396396856354118,yes,16,control,4.5,4.75,4,3,6,4,5,4,1,5,4,5
437,32,left,5.362818322603739,yes,18,control,6.5,6,7,5,6,7,7,6,4,5,5,7
438,25,left,5.476956666450683,yes,16,control,5.25,5.75,5,5,6,5,6,5,3,5,5,7
439,36,left,1.5181894906823363,yes,15,control,3.75,3.75,4,2,8,3,5,4,2,7,3,4
440,36,center,3.6372421398055117,yes,17,negative,5.5,3.75,5,1,5,5,6,3,1,7,4,4
441,23,right,6.094634838296624,no,16,negative,3.25,1.75,2,2,7,3,4,2,1,9,1,2
442,24,right,4.278113004519316,yes,14,negative,4,4.25,4,3,7,3,5,4,1,7,4,5
443,39,center,6.2459734686272235,no,12,control,5,4.25,5,4,6,5,5,3,5,7,5,5
444,24,center,4.354148513950967,no,12,negative,4,3.5,4,1,7,4,4,3,5,7,3,4
445,21,left,3.0726808967088752,no,10,negative,5,4,5,2,6,4,6,3,2,6,4,4
446,40,right,1.9759415105630271,yes,14,control,5,2.25,5,2,6,5,5,2,4,9,2,3
447,54,right,4.57375970096195,yes,16,control,5,5.5,5,2,5,4,5,6,6,6,5,6
448,25,left,4.215687718516155,yes,17,positive,6,6.25,6,5,5,5,7,6,5,5,6,7
449,28,center,5.039593647661741,no,10,negative,5.5,4.5,5,1,5,5,6,4,1,6,4,5
450,65,right,5.896972963178257,yes,17,positive,4.75,6.25,5,2,7,4,6,7,4,5,5,7
451,54,center,2.243011598163341,yes,14,positive,5.75,5.25,6,1,5,5,6,5,6,6,5,6
452,24,center,3.5833793779955316,no,13,control,5.25,5.75,5,1,6,5,6,6,4,5,5,6
453,55,right,4.64473164777961,yes,15,positive,4.25,2.5,4,4,6,4,4,3,2,9,2,3
454,22,left,2.1559490485082202,no,13,positive,4.25,5.5,4,1,6,4,4,6,4,6,5,6
455,65,right,4.6639105425018546,yes,18,negative,4.25,3.75,4,3,6,3,5,4,3,7,3,4
456,26,left,4.637685466839692,no,13,positive,4.25,3.75,4,1,7,4,5,4,1,7,3,4
457,62,right,3.9222761803368975,yes,19,positive,6.75,7,6,6,3,6,7,7,3,4,6,8
458,55,left,2.8822835902391235,yes,18,positive,7.5,7.75,7,1,3,7,8,8,8,3,7,8
459,26,left,4.769006626238406,no,9,control,5.25,6.25,5,4,6,5,6,7,3,5,5,7
460,39,right,2.8324957955528673,yes,17,control,4.25,5.25,4,2,7,3,6,5,2,5,4,6
461,19,left,4.000849205074758,no,12,positive,4.5,4.75,4,4,6,4,5,4,3,5,4,5
462,58,right,2.048331679938703,yes,16,positive,4.25,3.75,4,1,7,4,5,4,2,7,3,4
463,43,center,3.4082338473744485,yes,19,control,4.75,3,6,5,8,4,6,3,3,8,3,3
464,57,right,3.2659936239515437,yes,19,negative,4.25,5.25,4,2,6,3,5,5,1,5,4,6
465,29,center,4.009939630995685,yes,17,negative,5.5,5.5,5,2,5,5,6,5,1,5,5,6
466,39,right,5.026331554308566,yes,14,positive,3.5,3.25,4,3,7,3,3,3,2,7,2,4
467,36,right,3.193067129330995,no,11,control,3.5,4.5,4,4,8,3,4,5,1,7,4,5
468,36,center,4.111279173969254,yes,14,negative,4.5,6.75,5,4,7,4,5,7,4,4,6,7
469,38,left,2.9571894952048154,yes,19,control,4.75,6.25,5,2,6,4,5,6,4,3,5,6
470,50,right,2.7258077974325077,yes,16,control,5.5,7.75,5,3,5,5,6,8,4,3,6,9
471,NA,left,3.6785976324882785,no,8,control,4.75,5.75,5,3,6,4,5,6,4,5,5,6
472,42,right,5.119690969756603,yes,14,control,3.75,4.25,4,1,7,3,4,5,1,7,4,4
473,23,center,3.638313143812967,yes,15,negative,4,4.25,4,2,7,4,4,4,2,8,5,5
474,51,right,3.7039565457753114,yes,17,positive,4.5,5.75,4,3,6,4,5,5,3,4,5,6
475,36,left,3.3699640597205214,no,10,positive,6.75,7.5,6,3,4,6,8,7,3,4,8,8
476,38,center,3.870881957157206,yes,14,control,5.25,6,5,1,5,4,6,6,4,4,4,7
477,61,right,2.972406462012298,no,4,control,5.25,2.75,5,5,5,4,6,3,1,8,2,3
478,51,left,4.154998457080465,yes,15,negative,4.5,4.5,4,2,7,4,6,4,2,6,4,5
479,56,right,1.3389710671165942,no,16,positive,5,6.75,5,6,6,5,5,7,4,4,6,7
480,53,right,5.297533495267629,yes,17,control,4,3,4,2,7,3,5,3,1,8,3,3
481,39,right,3.371272364347486,no,8,control,5.25,6.75,5,3,5,5,5,7,4,4,6,7
482,40,right,3.418409223462553,no,6,positive,4,5.75,4,4,7,3,5,6,6,4,4,6
483,48,right,3.7559772392230255,yes,16,positive,3.25,3,3,3,8,4,3,3,1,8,3,3
484,52,center,3.9513843449308204,yes,16,positive,4.5,4.5,4,5,6,4,5,5,2,6,3,5
485,42,left,3.973177790227587,yes,14,negative,4.75,4.5,5,3,6,4,5,4,2,6,4,5
486,20,center,6.403189236851269,no,13,positive,3.5,2.75,3,3,6,2,4,3,3,8,2,3
487,49,center,3.1514441580425454,yes,14,negative,5.75,6.5,6,6,5,4,7,6,7,5,6,8
488,33,center,3.2569466325161804,yes,14,negative,5.75,5.5,6,4,4,4,6,5,6,6,5,7
489,20,left,2.5230611099414118,no,10,positive,4.75,5,5,5,6,4,5,5,4,6,5,5
490,21,center,3.967394851570606,yes,14,positive,4.5,3,5,3,6,4,4,4,1,9,3,3
491,44,center,2.9474808411322773,no,16,positive,6.25,5.75,6,2,5,6,7,5,7,5,5,7
492,39,center,2.354352981527725,no,12,positive,4.5,5.5,5,4,7,4,5,5,1,6,6,6
493,49,right,4.419585629024274,yes,17,positive,5.25,5.5,5,1,5,5,5,5,4,6,6,6
494,51,left,4.399019400134338,yes,17,negative,5.5,7,5,4,6,6,6,7,2,4,6,8
495,46,center,5.361518524226087,yes,19,positive,4.75,5.75,4,1,6,5,5,5,4,4,5,6
496,35,left,3.0047678755951805,no,16,negative,5.25,4.75,5,3,5,5,5,5,5,7,4,6
497,27,left,2.85083926725488,no,9,control,5.25,5.25,5,4,6,5,6,5,2,6,5,6
498,43,center,3.3684529167500306,yes,16,positive,6.25,6.75,6,3,4,5,7,7,5,4,6,7
499,43,center,1.816756407455744,no,12,positive,5.5,5.5,5,1,5,5,6,6,5,6,5,6
500,52,center,2.078412090541291,yes,17,negative,4,5.75,4,2,7,3,5,5,1,5,6,6
501,48,right,4.507643618241316,yes,16,control,3.75,4.5,4,2,7,3,4,4,4,5,4,4
502,63,right,5.583583207388554,no,7,control,4.5,4,4,5,5,4,4,4,3,7,3,5
503,38,center,4.457107552265493,yes,15,negative,4.25,5.25,4,1,7,4,5,5,2,6,5,6
504,28,right,3.582472193005757,no,13,negative,5,4.25,5,1,6,4,6,4,3,7,4,5
505,40,center,3.5670026789995157,no,6,positive,5.5,5,6,2,6,5,6,5,2,6,4,6
506,54,left,1.8412190982826928,yes,18,control,5.5,5.25,5,6,5,5,6,5,4,6,5,6
507,34,left,5.18277460474345,no,10,positive,5.5,5.5,6,5,5,4,6,6,1,7,6,6
508,25,center,2.549468536679818,no,10,negative,4.25,2.25,4,1,7,4,5,3,4,9,1,3
509,NA,left,4.499934195846225,no,13,control,5.25,5.75,5,1,5,4,6,6,4,6,5,7
510,23,left,3.366669642879586,yes,15,control,3.75,4.25,3,3,7,3,5,4,2,7,4,5
511,39,right,3.677251736890779,yes,16,negative,3.5,3.75,4,1,9,3,5,3,1,7,4,4
512,57,right,3.751472660512208,yes,21,positive,5,6,5,3,7,5,6,6,1,5,5,7
513,46,right,3.839243053781678,yes,14,negative,6,5.75,6,2,4,5,6,5,7,4,5,6
514,51,right,4.867965310041541,yes,18,control,4.5,3.25,4,2,6,4,5,3,2,8,3,4
515,47,left,3.8759376282763665,yes,15,control,7,6.75,7,5,3,6,7,7,5,4,6,7
516,65,right,3.6548194299396743,yes,17,control,6.5,6.5,6,5,5,6,8,6,4,4,6,7
517,64,right,4.593083265398577,yes,19,negative,3.5,3,3,2,7,3,4,3,2,7,2,3
518,49,right,3.8486549991165266,yes,16,control,5,4,5,1,6,4,6,4,1,6,3,4
519,46,right,3.4934727020056067,no,5,negative,4.25,3.5,4,3,6,3,5,3,2,7,3,4
520,58,center,3.959594642671309,no,11,control,6,6.75,6,3,5,5,7,7,6,5,7,7
521,48,center,3.8096808662685997,no,19,positive,5.25,4.75,6,5,6,5,5,5,2,7,5,5
522,23,right,3.1195025963152014,no,15,control,3.25,1.25,3,2,8,3,4,1,1,10,2,1
523,40,center,3.02300829124069,yes,17,positive,3.75,4,5,2,8,3,4,4,2,7,3,5
524,24,left,5.525252095686839,no,11,control,5.25,5.75,5,7,5,4,6,6,8,5,4,7
525,41,right,3.7673144010459225,yes,16,positive,5,6.25,5,3,6,5,5,6,5,4,5,7
526,44,right,4.010198121116792,yes,15,control,3.75,2.5,4,1,7,3,4,3,2,9,2,3
527,62,center,3.169134499839947,yes,17,positive,5.5,4.5,5,3,5,5,6,5,4,7,4,5
528,56,right,5.299978246718807,yes,14,control,4.75,4.75,5,1,6,4,5,5,3,6,4,5
529,51,right,4.16982213217003,yes,18,control,6.25,5,6,1,4,5,7,5,3,6,5,5
530,42,center,3.043319550717967,yes,18,control,4.75,4.5,4,3,6,5,5,5,1,6,3,5
531,41,center,3.544023621090851,yes,18,positive,3.75,4,4,3,8,4,4,4,1,6,2,5
532,34,left,3.5343985267896465,no,12,negative,4.75,3.25,4,4,6,5,5,3,1,8,3,4
533,28,left,4.468198701815642,no,9,control,6.25,5.5,6,6,5,6,7,5,4,6,6,6
534,19,center,3.4345671932148325,no,7,control,3.25,2.5,3,3,7,3,3,3,1,9,2,3
535,38,center,2.980935019297929,yes,13,control,4.5,2.75,4,2,7,5,5,3,2,8,2,3
536,46,right,3.9281185480603154,yes,16,control,5.5,3,5,3,5,5,6,3,4,9,4,3
537,42,right,3.5577805053828455,yes,17,control,4,5,3,4,7,4,5,5,5,5,4,5
538,63,center,3.170389561166396,yes,16,positive,4.75,5,4,1,5,4,5,5,3,6,4,6
539,35,left,5.878218739760552,yes,14,positive,6.5,6.75,6,3,4,5,8,6,4,4,6,8
540,36,left,2.710498015948754,no,15,negative,6.5,7.25,7,2,4,5,7,7,6,3,6,8
541,46,right,4.217399786108485,yes,15,control,5.25,3.75,5,5,5,4,6,4,2,7,3,4
542,32,left,3.218681456294507,yes,18,positive,5.5,5.5,5,4,5,5,6,6,4,6,5,6
543,55,left,2.479949012820895,no,9,positive,5.5,6.25,6,1,5,4,6,6,3,4,5,7
544,30,left,3.75705063088761,no,12,control,4.75,6.25,5,4,6,4,5,6,3,4,5,7
545,31,center,3.7369723381773823,yes,13,negative,3.5,2.5,3,1,7,3,4,3,4,9,2,3
546,22,left,1.871076990915781,no,11,negative,5.25,4.25,5,3,6,5,6,5,3,7,4,4
547,57,center,4.756627849272872,yes,16,positive,6,7.25,5,5,4,5,7,8,6,4,6,8
548,34,left,3.5571709088950874,no,15,positive,5,5.5,5,2,6,5,5,5,1,4,4,6
549,64,right,3.8586366477772316,yes,18,control,5.5,5.25,5,5,5,5,6,5,2,6,4,7
550,50,right,3.4199529788127823,yes,19,negative,3.75,4,4,2,8,3,5,3,3,7,4,5
551,55,left,3.6249480138104038,no,16,control,8,7.75,8,7,3,7,9,7,5,3,7,9
552,22,center,3.1152053487796847,no,13,negative,4.25,2.25,4,4,6,3,5,2,1,9,2,3
553,49,left,5.981980769221771,yes,20,negative,8,8.5,8,6,3,7,9,9,6,2,7,9
554,36,left,2.972385346369654,yes,18,positive,3.75,4.75,4,1,8,4,4,5,3,7,5,5
555,27,left,4.191650082649327,yes,16,positive,4.75,5,4,2,6,5,5,5,7,6,4,6
556,29,center,4.561822130607159,no,11,negative,5.75,5.75,6,1,5,5,6,5,2,5,5,7
557,21,left,4.742189294418501,no,10,positive,2.75,2.5,3,1,8,2,3,3,1,9,2,3
558,49,right,3.275633354020374,no,9,positive,4.75,6,5,3,6,4,5,6,3,6,6,7
559,28,left,4.8134625379557265,no,7,control,5.75,5,6,3,5,5,6,4,3,6,5,6
560,27,center,4.482517683524041,no,5,positive,3.5,2.75,3,2,8,4,4,2,1,8,2,4
561,34,left,3.802007574645115,yes,16,negative,5.25,5.5,5,3,6,5,6,5,3,5,5,6
562,59,right,4.531206118789501,no,16,positive,4.75,4.5,4,1,5,4,5,4,3,6,4,5
563,45,left,4.7861843797558485,yes,17,positive,7.75,8.25,8,4,3,6,9,8,3,3,7,10
564,62,center,4.832145743141936,no,9,control,5,5.25,5,2,6,4,6,5,1,5,5,5
565,57,right,3.1666698662713317,yes,16,positive,5,5,4,3,5,5,5,4,5,6,5,6
566,46,left,4.353018484870612,yes,16,control,5.75,6,6,6,5,5,6,5,5,4,5,7
